<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x0000020AC5853D80>
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.79382324]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
[-47.79382324 -47.5348587  -47.72908401]
