<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001FAD2EBBCA0>
[-51.48406219 -52.19621277 -51.93724823]
[-51.35458374 -52.13147354 -51.80776978]
[-51.35458374 -52.13147354 -51.80776978]
[-51.41932297 -52.00199127 -51.61354828]
[-51.0956192  -51.74302673 -51.16035843]
[-51.2898407  -51.80776978 -51.2898407 ]
[-51.2898407  -51.80776978 -51.2898407 ]
[-51.41932297 -51.54880524 -51.16035843]
[-50.96613312 -51.16035843 -50.77191162]
[-50.96613312 -51.03087616 -51.48406219]
[-51.16035843 -51.35458374 -51.54880524]
[-51.2898407  -51.61354828 -51.74302673]
[-51.16035843 -51.67828751 -51.48406219]
[-50.70716858 -51.80776978 -51.16035843]
[-50.57769012 -51.48406219 -50.77191162]
[-50.38346863 -51.0956192  -50.38346863]
[-49.93027878 -50.51294708 -50.05976105]
[-50.31872559 -50.25398254 -50.12450409]
[-49.99501801 -49.93027878 -50.05976105]
[-50.38346863 -49.93027878 -50.25398254]
[-50.31872559 -49.99501801 -50.64242935]
[-50.57769012 -50.44820786 -50.90139389]
[-50.64242935 -50.96613312 -50.83665466]
[-50.05976105 -50.77191162 -50.25398254]
[-49.93027878 -50.64242935 -50.25398254]
[-49.2181282  -50.44820786 -49.4123497 ]
[-48.57071686 -49.34761047 -48.44123459]
[-49.08864594 -48.95916367 -48.57071686]
[-49.60657501 -48.89442444 -48.95916367]
[-49.2181282 -49.2181282 -49.4123497]
[-50.38346863 -49.99501801 -50.25398254]
[-50.38346863 -49.93027878 -50.64242935]
[-49.99501801 -49.93027878 -50.51294708]
[-50.12450409 -50.18924332 -49.73605347]
[-50.25398254 -50.31872559 -49.86553955]
[-50.12450409 -50.83665466 -50.12450409]
[-49.80079651 -50.38346863 -49.93027878]
[-48.57071686 -49.93027878 -48.76493835]
[-47.98804855 -48.95916367 -47.92330933]
[-49.15338898 -49.2181282  -49.08864594]
[-49.28286743 -48.8296814  -49.02390289]
[-49.15338898 -49.28286743 -49.28286743]
[-49.99501801 -49.73605347 -49.80079651]
[-50.31872559 -49.99501801 -50.64242935]
[-49.54183197 -49.86553955 -50.18924332]
