<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001FAD2EBBCA0>
[-51.16035843 -51.61354828 -51.41932297]
[-50.77191162 -51.54880524 -51.2898407 ]
[-50.77191162 -51.54880524 -51.2898407 ]
[-51.03087616 -51.22509766 -51.35458374]
[-50.70716858 -50.83665466 -50.96613312]
[-51.0956192  -51.0956192  -50.90139389]
[-50.83665466 -50.70716858 -50.57769012]
[-50.77191162 -50.64242935 -50.51294708]
[-50.64242935 -50.57769012 -50.64242935]
[-50.25398254 -49.80079651 -50.18924332]
[-49.86553955 -50.31872559 -50.31872559]
[-50.25398254 -50.38346863 -50.90139389]
[-49.54183197 -49.80079651 -50.12450409]
[-49.73605347 -50.44820786 -50.05976105]
[-49.34761047 -49.47708893 -49.34761047]
[-48.8296814  -49.54183197 -49.80079651]
[-49.02390289 -48.8296814  -49.54183197]
[-48.76493835 -48.11753082 -49.02390289]
[-49.34761047 -48.95916367 -48.95916367]
[-49.99501801 -49.86553955 -49.02390289]
[-49.73605347 -49.4123497  -48.95916367]
[-48.76493835 -49.02390289 -49.2181282 ]
[-47.79382324 -48.70019913 -49.15338898]
[-47.34063721 -48.57071686 -48.76493835]
[-48.8296814  -48.44123459 -48.24700928]
[-49.15338898 -49.34761047 -48.70019913]
[-48.44123459 -49.2181282  -49.08864594]
[-48.76493835 -49.2181282  -49.67131424]
[-48.70019913 -48.70019913 -49.02390289]
[-49.02390289 -49.15338898 -49.4123497 ]
[-49.73605347 -49.28286743 -49.4123497 ]
[-49.15338898 -49.34761047 -48.31175232]
[-49.54183197 -49.08864594 -48.76493835]
[-48.57071686 -48.70019913 -48.57071686]
[-48.05278778 -48.44123459 -48.95916367]
[-48.50597382 -49.2181282  -49.60657501]
[-49.08864594 -48.8296814  -48.44123459]
[-49.47708893 -49.34761047 -48.6354599 ]
[-48.89442444 -49.15338898 -48.8296814 ]
[-48.89442444 -48.24700928 -49.34761047]
[-49.02390289 -49.47708893 -49.67131424]
[-49.15338898 -49.34761047 -49.60657501]
[-49.15338898 -49.4123497  -49.34761047]
[-50.05976105 -49.67131424 -49.93027878]
[-49.67131424 -49.86553955 -49.93027878]
[-49.86553955 -50.51294708 -50.38346863]
[-49.4123497  -50.12450409 -49.93027878]
[-50.12450409 -50.05976105 -50.12450409]
[-49.73605347 -49.73605347 -49.08864594]
[-49.99501801 -49.93027878 -49.54183197]
[-49.86553955 -49.08864594 -49.80079651]
[-49.73605347 -48.8296814  -49.67131424]
