<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001FAD2EBBCA0>
[-48.95916367 -49.47708893 -49.34761047]
[-48.76493835 -49.2181282  -49.08864594]
[-48.76493835 -49.2181282  -49.08864594]
[-48.76493835 -49.08864594 -48.89442444]
[-48.70019913 -49.02390289 -48.57071686]
[-49.28286743 -49.54183197 -48.8296814 ]
[-49.15338898 -49.08864594 -48.89442444]
[-48.57071686 -48.76493835 -48.95916367]
[-49.60657501 -49.54183197 -49.4123497 ]
[-49.02390289 -49.54183197 -49.47708893]
[-48.76493835 -49.4123497  -49.4123497 ]
[-49.02390289 -49.34761047 -48.95916367]
[-48.24700928 -49.02390289 -48.6354599 ]
[-48.18227005 -48.8296814  -48.31175232]
[-48.18227005 -48.8296814  -48.18227005]
[-47.98804855 -48.70019913 -47.92330933]
[-48.70019913 -48.89442444 -47.98804855]
[-48.37649536 -48.57071686 -48.05278778]
[-47.27589417 -47.79382324 -47.92330933]
[-48.57071686 -48.8296814  -49.28286743]
[-48.18227005 -48.95916367 -48.76493835]
[-48.6354599  -49.15338898 -49.2181282 ]
[-47.66434479 -48.6354599  -48.11753082]
[-47.47011948 -47.47011948 -47.21115494]
[-47.79382324 -48.50597382 -47.85856628]
[-47.21115494 -47.72908401 -47.40538025]
[-47.5348587  -47.72908401 -47.47011948]
[-47.66434479 -47.85856628 -47.40538025]
[-47.66434479 -48.18227005 -47.47011948]
[-46.88745117 -47.92330933 -47.14641571]
[-47.98804855 -48.70019913 -48.57071686]
[-47.59960175 -48.05278778 -48.05278778]
[-46.9521904  -47.21115494 -47.27589417]
[-47.01692963 -47.5348587  -47.27589417]
[-46.30477905 -46.56374359 -46.56374359]
[-46.69322968 -47.01692963 -46.11055756]
[-46.62848663 -47.21115494 -46.62848663]
[-46.62848663 -46.9521904  -46.69322968]
[-47.21115494 -47.27589417 -46.7579689 ]
[-46.43426514 -47.14641571 -46.04581451]
[-45.91633606 -47.14641571 -46.30477905]
[-47.08167267 -47.27589417 -47.92330933]
[-47.5348587  -47.72908401 -48.05278778]
[-46.7579689  -47.01692963 -47.01692963]
[-46.56374359 -47.21115494 -47.27589417]
[-47.08167267 -46.88745117 -46.88745117]
[-46.62848663 -46.49900436 -46.56374359]
[-46.49900436 -47.01692963 -46.62848663]
[-46.04581451 -46.88745117 -46.69322968]
[-46.62848663 -47.40538025 -46.88745117]
[-46.49900436 -46.69322968 -46.1753006 ]
[-45.91633606 -46.88745117 -46.11055756]
[-45.65737152 -46.88745117 -46.04581451]
[-46.9521904  -47.47011948 -47.85856628]
[-47.47011948 -47.79382324 -47.66434479]
[-47.01692963 -47.66434479 -47.5348587 ]
[-46.69322968 -46.7579689  -46.7579689 ]
[-46.82270813 -46.49900436 -46.36952209]
[-46.24003983 -47.14641571 -46.43426514]
[-46.24003983 -46.88745117 -46.30477905]
[-46.36952209 -47.01692963 -46.82270813]
[-46.69322968 -47.08167267 -46.69322968]
[-47.08167267 -47.14641571 -46.9521904 ]
[-45.85159302 -46.88745117 -46.24003983]
[-46.04581451 -47.14641571 -46.62848663]
[-47.21115494 -47.40538025 -47.85856628]
[-47.21115494 -48.11753082 -47.92330933]
[-46.49900436 -46.88745117 -46.88745117]
[-47.14641571 -47.47011948 -47.21115494]
[-46.7579689  -46.62848663 -46.62848663]
[-46.69322968 -46.82270813 -46.11055756]
[-45.78684998 -46.49900436 -46.04581451]
[-46.7579689  -46.82270813 -46.30477905]
[-46.88745117 -47.01692963 -46.49900436]
[-45.98107529 -47.34063721 -45.72211075]
[-45.65737152 -46.88745117 -46.04581451]
[-46.36952209 -47.21115494 -47.27589417]
[-46.30477905 -46.82270813 -46.69322968]
[-46.36952209 -46.7579689  -46.7579689 ]
[-45.72211075 -46.56374359 -46.62848663]
[-46.9521904  -46.7579689  -46.82270813]
[-44.81573486 -44.81573486 -45.33366394]
[-45.59262848 -45.65737152 -45.0746994 ]
[-45.26892471 -46.1753006  -46.11055756]
