<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001FAD2EBBCA0>
[-47.59960175 -48.05278778 -48.18227005]
[-47.5348587  -47.79382324 -48.11753082]
[-47.5348587  -47.79382324 -48.11753082]
[-47.5348587  -47.72908401 -47.66434479]
[-47.5348587  -47.66434479 -47.47011948]
[-47.72908401 -48.11753082 -47.40538025]
[-47.66434479 -47.72908401 -47.27589417]
[-47.21115494 -47.34063721 -47.27589417]
[-47.40538025 -47.92330933 -47.92330933]
[-46.88745117 -47.72908401 -47.66434479]
[-47.08167267 -47.66434479 -47.85856628]
[-46.88745117 -46.9521904  -47.01692963]
[-47.01692963 -46.9521904  -46.7579689 ]
[-46.82270813 -47.59960175 -47.01692963]
[-46.9521904  -47.85856628 -47.14641571]
[-46.9521904  -47.92330933 -46.82270813]
[-47.40538025 -47.47011948 -46.82270813]
[-45.98107529 -46.7579689  -46.24003983]
[-46.9521904  -47.40538025 -47.27589417]
[-46.9521904  -47.59960175 -47.47011948]
[-46.88745117 -47.47011948 -47.5348587 ]
[-46.56374359 -46.88745117 -46.9521904 ]
[-46.56374359 -46.82270813 -46.56374359]
[-45.85159302 -46.69322968 -45.65737152]
[-46.82270813 -47.27589417 -46.69322968]
[-47.01692963 -47.72908401 -46.62848663]
[-46.62848663 -47.40538025 -46.36952209]
[-46.04581451 -46.82270813 -46.49900436]
[-46.24003983 -46.9521904  -46.49900436]
[-46.88745117 -47.27589417 -46.7579689 ]
[-46.56374359 -47.14641571 -46.04581451]
[-46.62848663 -47.01692963 -46.62848663]
[-46.04581451 -46.43426514 -46.49900436]
[-46.1753006  -46.43426514 -46.11055756]
[-46.24003983 -46.82270813 -46.11055756]
[-46.69322968 -47.34063721 -46.56374359]
[-46.69322968 -47.59960175 -46.43426514]
[-46.30477905 -47.27589417 -46.04581451]
[-46.04581451 -46.82270813 -46.49900436]
[-46.24003983 -46.9521904  -46.49900436]
[-46.43426514 -47.01692963 -45.85159302]
[-46.43426514 -47.01692963 -46.04581451]
[-46.36952209 -46.62848663 -46.30477905]
[-46.24003983 -46.56374359 -46.49900436]
[-46.56374359 -46.82270813 -46.56374359]
[-45.78684998 -46.69322968 -45.65737152]
[-46.56374359 -47.14641571 -46.36952209]
[-46.7579689  -47.79382324 -46.30477905]
[-46.69322968 -47.40538025 -46.1753006 ]
[-46.1753006  -46.88745117 -46.49900436]
[-46.43426514 -47.01692963 -46.9521904 ]
[-46.82270813 -47.01692963 -46.43426514]
[-46.62848663 -47.08167267 -45.91633606]
[-46.1753006  -46.56374359 -45.72211075]
[-46.49900436 -46.9521904  -47.01692963]
[-45.72211075 -46.1753006  -46.04581451]
[-46.36952209 -46.62848663 -45.85159302]
[-46.36952209 -46.88745117 -46.1753006 ]
[-46.88745117 -47.79382324 -46.43426514]
[-46.62848663 -47.08167267 -46.04581451]
[-46.36952209 -47.14641571 -46.24003983]
[-45.72211075 -46.88745117 -46.49900436]
[-46.43426514 -46.7579689  -46.11055756]
[-46.11055756 -46.36952209 -45.46315002]
[-45.91633606 -46.1753006  -45.33366394]
[-45.65737152 -45.65737152 -44.94522095]
[-45.91633606 -46.30477905 -45.98107529]
[-45.78684998 -46.43426514 -46.04581451]
[-45.39840698 -46.30477905 -45.00996017]
[-46.56374359 -47.21115494 -46.11055756]
[-46.24003983 -47.34063721 -45.59262848]
[-46.04581451 -46.82270813 -45.39840698]
[-45.78684998 -46.30477905 -45.39840698]
[-44.4920311  -45.46315002 -44.81573486]
[-45.72211075 -46.24003983 -44.4920311 ]
[-45.72211075 -45.59262848 -45.13944244]
[-45.65737152 -45.46315002 -45.20418549]
[-45.0746994  -45.0746994  -43.84461975]
[-44.81573486 -45.20418549 -44.62151337]
[-45.59262848 -45.85159302 -45.20418549]
[-45.65737152 -46.88745117 -45.33366394]
[-46.62848663 -47.72908401 -46.49900436]
[-46.62848663 -47.98804855 -46.24003983]
[-45.59262848 -47.08167267 -45.59262848]
[-46.69322968 -47.27589417 -47.01692963]
[-46.82270813 -47.27589417 -47.27589417]
[-46.56374359 -47.14641571 -46.36952209]
[-46.36952209 -47.14641571 -46.36952209]
[-46.43426514 -46.82270813 -46.24003983]
[-46.88745117 -46.82270813 -46.1753006 ]
[-47.08167267 -47.14641571 -47.27589417]
[-47.14641571 -46.9521904  -47.08167267]
[-47.01692963 -47.59960175 -47.01692963]
[-47.01692963 -47.79382324 -46.88745117]
[-46.7579689  -47.72908401 -46.69322968]
[-46.43426514 -47.08167267 -46.82270813]
[-45.46315002 -46.88745117 -46.88745117]
[-47.01692963 -47.47011948 -47.40538025]
[-47.01692963 -47.47011948 -47.01692963]
[-46.49900436 -46.82270813 -47.01692963]
[-46.04581451 -46.49900436 -46.56374359]
[-46.82270813 -46.7579689  -46.30477905]
[-46.56374359 -46.7579689  -46.11055756]
[-47.14641571 -47.92330933 -46.56374359]
[-47.66434479 -47.47011948 -46.9521904 ]
[-45.85159302 -46.69322968 -46.11055756]
[-47.21115494 -47.34063721 -46.69322968]
[-45.98107529 -46.7579689  -45.78684998]
[-46.43426514 -46.88745117 -45.85159302]
[-46.36952209 -46.82270813 -45.91633606]
[-46.62848663 -46.7579689  -46.49900436]
[-46.04581451 -46.49900436 -46.62848663]
[-45.85159302 -46.56374359 -46.49900436]
