<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000002B53AC97B50>
[30.78326225 31.72210312]
[31.60944176 29.69420624]
[30.25751114 31.79721069]
[31.42167282 30.10729599]
[30.25751114 31.79721069]
[31.42167282 30.10729599]
[30.25751114 31.79721069]
[31.42167282 30.10729599]
[30.85836792 31.68454933]
[31.42167282 30.10729599]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[31.57188797 31.08369064]
[29.84442139 31.27145958]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[31.57188797 31.08369064]
[29.84442139 31.27145958]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[30.85836792 31.68454933]
[31.60944176 29.65665245]
[31.57188797 31.08369064]
[29.20600891 31.38412094]
[30.85836792 31.68454933]
[31.64699554 29.39377594]
[30.85836792 31.68454933]
[31.64699554 29.39377594]
[30.85836792 31.68454933]
[31.64699554 29.39377594]
[31.57188797 31.08369064]
[29.84442139 31.27145958]
[31.68454933 30.55793953]
[29.20600891 31.38412094]
[30.78326225 31.72210312]
[31.60944176 29.69420624]
[31.68454933 30.55793953]
[29.20600891 31.38412094]
[30.25751114 31.79721069]
[31.60944176 29.69420624]
[30.25751114 31.79721069]
[31.42167282 30.10729599]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[31.75965691 30.85836792]
[29.16845512 31.83476448]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[31.75965691 30.85836792]
[29.16845512 31.83476448]
[31.75965691 30.40772629]
[29.16845512 31.83476448]
[29.99463463 31.90987015]
[31.83476448 29.58154488]
[29.99463463 31.90987015]
[31.64699554 29.91952896]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[31.75965691 30.85836792]
[29.99463463 31.79721069]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[31.75965691 30.10729599]
[29.99463463 31.79721069]
[31.75965691 30.40772629]
[29.16845512 31.83476448]
[30.44527817 31.79721069]
[31.83476448 29.58154488]
[31.75965691 30.40772629]
[29.16845512 31.83476448]
[29.99463463 31.90987015]
[31.83476448 29.58154488]
[29.99463463 31.90987015]
[31.64699554 29.91952896]
[30.82081604 31.79721069]
[31.64699554 29.91952896]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[31.75965691 30.85836792]
[29.99463463 31.79721069]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[31.75965691 30.85836792]
[29.99463463 31.79721069]
[31.75965691 30.40772629]
[29.16845512 31.83476448]
[30.44527817 31.79721069]
[31.83476448 29.58154488]
[30.82081604 31.79721069]
[31.83476448 29.58154488]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[31.75965691 30.85836792]
[29.16845512 31.83476448]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[31.75965691 30.10729599]
[29.99463463 31.79721069]
[31.75965691 30.40772629]
[29.16845512 31.83476448]
[30.44527817 31.79721069]
[31.83476448 29.58154488]
[31.75965691 30.40772629]
[29.16845512 31.83476448]
[30.44527817 31.79721069]
[31.83476448 29.58154488]
[31.75965691 30.40772629]
[29.16845512 30.67060089]
[29.99463463 31.90987015]
[31.83476448 29.58154488]
[29.99463463 31.90987015]
[31.64699554 29.91952896]
[29.99463463 31.90987015]
[31.64699554 29.91952896]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[31.75965691 30.85836792]
[29.16845512 31.83476448]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[30.82081604 31.79721069]
[31.60944176 29.46888351]
[31.75965691 30.85836792]
[29.99463463 31.79721069]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[30.82081604 31.79721069]
[31.83476448 29.31866837]
[31.75965691 30.10729599]
[29.99463463 31.79721069]
[31.75965691 30.40772629]
[29.16845512 31.83476448]
[30.44527817 31.79721069]
[31.83476448 29.58154488]
[31.75965691 30.40772629]
[29.16845512 31.83476448]
[29.99463463 31.90987015]
[31.83476448 29.58154488]
[29.99463463 31.90987015]
