tm1,tm2,steps
11,6,112
4,9,125
11,7,143
5,12,160
4,10,174
10,7,191
2,9,202
11,13,226
10,6,242
12,9,263
15,12,290
10,15,315
5,12,332
10,8,350
9,15,374
8,5,387
15,13,415
22,18,455
7,12,474
5,7,486
22,21,529
10,20,559
6,8,573
18,22,613
8,10,631
35,48,714
14,11,739
53,61,853
17,14,884
27,22,933
8,6,947
10,9,966
10,3,979
10,7,996
5,12,1013
7,8,1028
12,14,1054
6,9,1069
9,15,1093
6,10,1109
17,12,1138
5,12,1155
27,21,1203
8,9,1220
21,15,1256
9,9,1274
7,6,1287
10,8,1305
8,6,1319
8,10,1337
9,12,1358
10,6,1374
10,12,1396
11,6,1413
13,18,1444
18,14,1476
8,6,1490
5,9,1504
7,9,1520
3,10,1533
25,18,1576
9,11,1596
11,6,1613
6,9,1628
15,17,1660
30,25,1715
13,19,1747
6,7,1760
21,22,1803
18,16,1837
12,10,1859
12,12,1883
6,8,1897
10,9,1916
6,9,1931
19,19,1969
21,15,2005
18,15,2038
8,2,2048
8,6,2062
14,20,2096
8,9,2113
12,6,2131
11,16,2158
21,21,2200
9,14,2223
3,10,2236
20,20,2276
11,8,2295
8,2,2305
7,15,2327
3,11,2341
10,1,2352
9,10,2371
16,11,2398
32,40,2470
3,8,2481
5,11,2497
3,9,2509
10,4,2523
13,9,2545
13,7,2565
58,66,2689
7,3,2699
10,7,2716
5,8,2729
8,12,2749
19,18,2786
13,5,2804
12,13,2829
7,4,2840
14,15,2869
10,4,2883
18,20,2921
7,10,2938
7,7,2952
7,11,2970
13,14,2997
11,6,3014
13,13,3040
8,16,3064
38,30,3132
31,34,3197
16,20,3233
8,8,3249
7,2,3258
7,9,3274
11,8,3293
14,16,3323
11,7,3341
20,19,3380
9,2,3391
31,30,3452
9,4,3465
14,8,3487
9,3,3499
12,8,3519
4,9,3532
11,8,3551
9,2,3562
27,24,3613
7,6,3626
26,30,3682
9,10,3701
21,19,3741
19,23,3783
16,22,3821
35,41,3897
23,18,3938
4,8,3950
11,9,3970
13,13,3996
14,5,4015
3,9,4027
20,17,4064
11,8,4083
16,11,4110
6,9,4125
4,7,4136
14,11,4161
16,8,4185
12,5,4202
2,7,4211
16,16,4243
13,23,4279
29,25,4333
30,30,4393
15,11,4419
4,9,4432
15,14,4461
8,12,4481
22,20,4523
5,10,4538
16,17,4571
31,21,4623
11,8,4642
20,23,4685
15,9,4709
60,63,4832
14,16,4862
10,12,4884
18,16,4918
10,3,4931
12,5,4948
14,17,4979
13,9,5001
19,14,5034
10,8,5052
13,10,5075
13,14,5102
9,6,5117
7,13,5137
19,22,5178
16,26,5220
15,14,5249
16,14,5279
36,29,5344
19,15,5378
7,9,5394
13,11,5418
13,6,5437
10,2,5449
11,10,5470
8,4,5482
12,5,5499
9,10,5518
6,10,5534
13,7,5554
30,32,5616
10,6,5632
9,7,5648
28,29,5705
21,23,5749
22,34,5805
23,25,5853
6,9,5868
48,48,5964
86,79,6129
20,17,6166
11,17,6194
66,71,6331
21,25,6377
17,17,6411
15,15,6441
6,5,6452
14,11,6477
33,39,6549
19,21,6589
11,9,6609
23,21,6653
17,19,6689
12,12,6713
27,23,6763
21,20,6804
10,10,6824
32,29,6885
6,9,6900
23,20,6943
31,30,7004
30,29,7063
16,21,7100
8,10,7118
7,12,7137
10,9,7156
31,23,7210
23,20,7253
12,16,7281
14,19,7314
17,14,7345
35,29,7409
11,16,7436
20,14,7470
30,27,7527
43,41,7611
20,15,7646
6,10,7662
10,12,7684
19,19,7722
10,8,7740
12,7,7759
7,9,7775
25,30,7830
18,13,7861
47,46,7954
27,31,8012
14,15,8041
30,31,8102
13,15,8130
32,34,8196
14,14,8224
20,20,8264
27,31,8322
14,10,8346
12,16,8374
6,8,8388
34,31,8453
20,24,8497
11,18,8526
13,19,8558
35,32,8625
20,22,8667
17,15,8699
22,24,8745
22,22,8789
20,17,8826
14,18,8858
34,31,8923
15,8,8946
6,4,8956
9,4,8969
21,23,9013
7,11,9031
12,14,9057
15,17,9089
17,18,9124
14,14,9152
7,4,9163
23,23,9209
24,22,9255
40,42,9337
10,7,9354
24,27,9405
9,5,9419
14,11,9444
14,14,9472
48,50,9570
11,9,9590
7,4,9601
9,7,9617
28,25,9670
