<generator object TPPO.save_probs.<locals>.<genexpr> at 0x00000149A9D87D80>
[16.02959251  9.74106026]
[12.94697857 14.91985226]
[11.59062862 12.94697857]
[18.12577057 12.8236742 ]
[14.91985226  9.12453747]
[12.94697857 14.91985226]
[10.85080147  9.98766994]
[10.7274971  13.19358826]
[10.85080147  9.98766994]
[10.7274971  13.19358826]
[10.85080147  9.98766994]
[10.7274971  13.19358826]
[10.85080147  9.98766994]
[10.7274971  13.19358826]
[7.15166473 5.91861916]
[8.26140594 7.02835989]
[ 9.12453747 12.57706547]
[ 9.12453747 12.57706547]
[7.2749691  5.17879152]
[ 9.12453747 12.57706547]
[7.2749691  5.17879152]
[ 9.12453747 12.57706547]
[7.2749691  5.17879152]
[ 9.12453747 12.57706547]
[8.26140594 7.02835989]
