tm1,tm2,steps
17,17,68
12,9,89
4,9,102
21,16,139
5,10,154
14,18,186
21,30,237
13,7,257
4,8,269
30,33,332
15,16,363
11,5,379
15,6,400
10,5,415
33,32,480
9,14,503
12,4,519
29,23,571
6,11,588
3,13,604
8,12,624
34,37,695
6,13,714
23,17,754
12,8,774
33,24,831
8,1,840
8,11,859
6,11,876
20,19,915
8,4,927
13,8,948
3,8,959
24,20,1003
7,10,1020
5,11,1036
9,8,1053
11,8,1072
10,7,1089
18,15,1122
14,8,1144
24,22,1190
9,3,1202
14,3,1219
15,8,1242
14,8,1264
14,9,1287
18,18,1323
15,15,1353
15,13,1381
9,11,1401
26,28,1455
31,35,1521
4,10,1535
3,8,1546
10,9,1565
29,23,1617
34,26,1677
27,22,1726
9,8,1743
27,31,1801
9,16,1826
10,13,1849
17,17,1883
19,20,1922
13,10,1945
19,27,1991
8,5,2004
17,11,2032
8,6,2046
20,18,2084
11,7,2102
16,17,2135
13,11,2159
20,19,2198
36,36,2270
10,5,2285
19,24,2328
13,10,2351
10,13,2374
28,31,2433
10,9,2452
4,8,2464
13,15,2492
7,11,2510
10,5,2525
23,24,2572
7,9,2588
16,11,2615
13,18,2646
28,25,2699
4,11,2714
10,7,2731
8,9,2748
10,11,2769
20,18,2807
15,18,2840
36,33,2909
19,14,2942
8,11,2961
4,9,2974
4,11,2989
25,27,3041
11,10,3062
17,22,3101
9,15,3125
37,28,3190
11,5,3206
12,11,3229
18,17,3264
10,15,3289
7,3,3299
12,5,3316
14,20,3350
11,7,3368
5,8,3381
23,26,3430
13,8,3451
9,7,3467
28,23,3518
9,13,3540
19,15,3574
3,7,3584
8,12,3604
32,38,3674
7,11,3692
11,13,3716
17,24,3757
11,13,3781
8,5,3794
24,23,3841
11,18,3870
35,37,3942
5,11,3958
41,42,4041
32,26,4099
6,10,4115
16,18,4149
25,24,4198
11,16,4225
8,4,4237
15,11,4263
11,11,4285
9,6,4300
23,22,4345
37,36,4418
38,33,4489
7,7,4503
6,8,4517
14,16,4547
8,4,4559
7,11,4577
16,13,4606
29,31,4666
8,9,4683
7,10,4700
13,13,4726
16,14,4756
30,25,4811
11,19,4841
10,11,4862
16,18,4896
6,10,4912
9,11,4932
9,13,4954
14,7,4975
21,30,5026
11,12,5049
5,7,5061
18,18,5097
23,26,5146
36,35,5217
6,9,5232
11,17,5260
12,10,5282
7,7,5296
12,9,5317
15,16,5348
18,20,5386
27,22,5435
12,12,5459
8,10,5477
3,7,5487
11,7,5505
17,15,5537
7,10,5554
36,36,5626
16,13,5655
11,9,5675
25,22,5722
10,2,5734
17,12,5763
22,18,5803
19,11,5833
41,36,5910
34,32,5976
31,36,6043
16,12,6071
22,25,6118
4,8,6130
12,15,6157
5,7,6169
29,33,6231
7,8,6246
51,54,6351
6,4,6361
35,39,6435
48,52,6535
23,23,6581
10,5,6596
26,26,6648
17,9,6674
15,10,6699
27,28,6754
14,15,6783
11,14,6808
8,4,6820
11,8,6839
16,12,6867
23,21,6911
23,21,6955
11,6,6972
23,28,7023
5,12,7040
14,14,7068
42,51,7161
67,65,7293
29,31,7353
8,10,7371
7,3,7381
19,17,7417
18,14,7449
11,10,7470
15,23,7508
8,9,7525
9,1,7535
20,19,7574
19,18,7611
14,14,7639
51,50,7740
42,45,7827
11,8,7846
26,26,7898
44,48,7990
7,10,8007
6,7,8020
10,12,8042
18,21,8081
13,20,8114
23,24,8161
7,12,8180
21,16,8217
13,8,8238
15,17,8270
15,10,8295
10,12,8317
27,26,8370
17,20,8407
16,17,8440
13,13,8466
31,28,8525
12,7,8544
23,19,8586
9,14,8609
26,30,8665
17,16,8698
15,14,8727
34,33,8794
18,15,8827
23,25,8875
45,46,8966
11,12,8989
9,10,9008
9,9,9026
47,40,9113
32,33,9178
10,12,9200
17,14,9231
14,19,9264
13,12,9289
11,8,9308
12,5,9325
11,2,9338
7,11,9356
28,29,9413
31,30,9474
6,7,9487
24,25,9536
15,13,9564
47,46,9657
39,49,9745
24,23,9792
14,19,9825
20,19,9864
30,28,9922
39,43,10004
21,18,10043
16,17,10076
30,29,10135
14,22,10171
20,21,10212
52,55,10319
17,14,10350
30,30,10410
13,8,10431
6,5,10442
28,29,10499
27,23,10549
29,30,10608
13,4,10625
16,13,10654
23,20,10697
16,16,10729
7,10,10746
16,15,10777
8,11,10796
16,15,10827
20,16,10863
21,20,10904
11,6,10921
9,2,10932
15,10,10957
12,9,10978
16,17,11011
7,13,11031
52,54,11137
11,7,11155
33,28,11216
33,26,11275
13,8,11296
29,27,11352
14,21,11387
11,18,11416
24,25,11465
20,20,11505
15,16,11536
13,9,11558
64,61,11683
14,9,11706
16,21,11743
7,6,11756
21,28,11805
10,8,11823
10,10,11843
10,6,11859
21,17,11897
23,21,11941
15,21,11977
28,33,12038
71,73,12182
113,118,12413
19,16,12448
12,6,12466
64,71,12601
6,14,12621
24,28,12673
23,21,12717
20,13,12750
36,36,12822
30,25,12877
10,9,12896
30,27,12953
9,15,12977
18,25,13020
23,25,13068
14,22,13104
7,5,13116
25,21,13162
61,69,13292
2,7,13301
42,50,13393
35,39,13467
36,37,13540
88,81,13709
7,8,13724
14,8,13746
7,10,13763
9,6,13778
20,19,13817
62,61,13940
32,29,14001
23,19,14043
49,49,14141
20,22,14183
44,41,14268
8,8,14284
36,34,14354
5,10,14369
15,11,14395
30,30,14455
31,31,14517
36,40,14593
7,4,14604
26,27,14657
24,20,14701
29,29,14759
45,45,14849
55,47,14951
3,9,14963
19,22,15004
10,17,15031
16,15,15062
22,27,15111
8,12,15131
32,26,15189
13,14,15216
37,29,15282
69,73,15424
23,25,15472
47,42,15561
33,31,15625
41,48,15714
107,107,15928
55,54,16037
36,32,16105
12,18,16135
36,32,16203
36,35,16274
45,45,16364
25,22,16411
9,12,16432
25,24,16481
16,21,16518
25,30,16573
6,9,16588
18,20,16626
14,16,16656
56,54,16766
39,39,16844
38,35,16917
46,31,16994
28,31,17053
24,25,17102
7,10,17119
36,39,17194
24,24,17242
38,37,17317
41,57,17415
9,7,17431
60,58,17549
20,16,17585
18,16,17619
90,80,17789
22,22,17833
56,61,17950
13,18,17981
136,125,18242
12,7,18261
16,16,18293
34,35,18362
15,16,18393
78,96,18567
11,9,18587
8,9,18604
61,58,18723
19,22,18764
25,24,18813
18,22,18853
52,60,18965
69,66,19100
37,26,19163
12,7,19182
41,41,19264
19,13,19296
34,32,19362
25,22,19409
21,18,19448
48,44,19540
7,7,19554
84,90,19728
48,46,19822
19,18,19859
59,56,19974
37,30,20041
44,42,20127
13,6,20146
61,67,20274
42,48,20364
75,76,20515
8,7,20530
24,23,20577
14,16,20607
27,33,20667
52,58,20777
67,63,20907
24,24,20955
31,37,21023
42,41,21106
20,26,21152
29,31,21212
16,22,21250
56,56,21362
10,5,21377
37,32,21446
19,20,21485
18,14,21517
41,44,21602
10,13,21625
102,98,21825
28,27,21880
59,51,21990
9,10,22009
13,13,22035
27,29,22091
12,8,22111
27,29,22167
36,41,22244
28,23,22295
83,84,22462
24,25,22511
6,10,22527
48,48,22623
128,123,22874
62,70,23006
41,44,23091
29,28,23148
48,51,23247
21,23,23291
38,43,23372
38,47,23457
