<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001C99B495AF0>
[-16.16639328 -17.53670502 -14.69820404]
[-16.2642746  -15.87275696 -14.30669022]
[-14.60032654 -14.01305008 -11.56606674]
[-15.67699814 -16.2642746  -13.71941376]
[-13.2300148  -10.68515396 -10.        ]
[-12.83850098 -10.39151764 -10.        ]
[-14.89396286 -13.52365494 -11.0766716 ]
[-13.42577362 -12.44698334 -10.        ]
[-14.99184418 -17.14518738 -12.93637848]
[-14.99184418 -17.14518738 -12.93637848]
[-13.32789612 -16.94942856 -13.03425598]
[-14.60032654 -16.65579224 -12.74061966]
[-16.46003342 -17.73246384 -14.89396286]
[-16.46003342 -17.73246384 -14.89396286]
[-12.25122452 -10.         -10.        ]
[-12.54486084 -11.76182556 -10.        ]
[-12.54486084 -11.76182556 -10.        ]
[-12.54486084 -11.56606674 -10.        ]
[-12.54486084 -11.56606674 -10.        ]
[-12.54486084 -11.56606674 -10.        ]
[-14.69820404 -15.57912064 -11.76182556]
[-16.06851578 -17.92822266 -13.81729126]
[-16.06851578 -16.65579224 -12.34910202]
[-16.06851578 -16.65579224 -12.34910202]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
[-13.91517258 -13.03425598 -10.        ]
[-13.91517258 -13.71941376 -10.39151764]
[-12.54486084 -11.56606674 -10.        ]
[-12.54486084 -11.56606674 -10.        ]
[-14.2088089  -14.40456772 -11.46818924]
[-14.2088089  -14.40456772 -11.46818924]
[-14.60032654 -14.40456772 -11.66394806]
[-12.25122452 -10.         -10.        ]
[-12.54486084 -11.56606674 -10.        ]
[-14.69820404 -15.57912064 -11.76182556]
[-14.69820404 -15.57912064 -11.76182556]
[-15.87275696 -16.46003342 -13.91517258]
[-15.57912064 -14.89396286 -12.25122452]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
[-13.91517258 -13.03425598 -10.        ]
[-13.91517258 -12.74061966 -10.        ]
[-13.91517258 -12.74061966 -10.        ]
[-14.69820404 -15.57912064 -11.76182556]
[-14.69820404 -15.57912064 -11.76182556]
[-16.46003342 -17.73246384 -14.89396286]
[-16.46003342 -17.73246384 -14.89396286]
[-12.54486084 -11.76182556 -10.        ]
[-12.25122452 -10.         -10.        ]
[-12.54486084 -11.56606674 -10.        ]
[-14.69820404 -15.57912064 -11.76182556]
[-14.69820404 -15.57912064 -11.76182556]
[-14.69820404 -15.57912064 -11.76182556]
[-16.06851578 -17.92822266 -13.81729126]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
[-13.91517258 -13.03425598 -10.        ]
[-13.91517258 -12.74061966 -10.        ]
[-16.06851578 -17.92822266 -13.81729126]
[-14.69820404 -15.57912064 -11.76182556]
[-14.69820404 -15.57912064 -11.76182556]
[-14.69820404 -15.97063446 -11.95758438]
[-14.69820404 -15.97063446 -11.95758438]
[-12.54486084 -11.76182556 -10.        ]
[-12.54486084 -11.76182556 -10.        ]
[-13.91517258 -13.71941376 -10.39151764]
[-13.91517258 -12.74061966 -10.        ]
[-13.91517258 -12.74061966 -10.        ]
[-16.06851578 -16.65579224 -12.34910202]
[-16.06851578 -16.65579224 -12.34910202]
[-16.06851578 -16.65579224 -12.34910202]
[-16.06851578 -16.65579224 -12.34910202]
[-16.06851578 -18.3197403  -14.01305008]
[-16.06851578 -18.3197403  -14.01305008]
[-16.06851578 -18.3197403  -14.01305008]
[-16.06851578 -18.3197403  -14.01305008]
[-13.91517258 -13.71941376 -10.39151764]
[-13.91517258 -13.71941376 -10.39151764]
[-13.91517258 -13.71941376 -10.39151764]
[-12.54486084 -11.56606674 -10.        ]
[-12.54486084 -11.56606674 -10.        ]
[-12.54486084 -11.56606674 -10.        ]
[-14.69820404 -15.57912064 -11.76182556]
[-14.69820404 -15.57912064 -11.76182556]
[-16.06851578 -17.92822266 -13.81729126]
[-16.06851578 -18.3197403  -14.01305008]
[-16.06851578 -17.14518738 -12.44698334]
[-16.06851578 -17.14518738 -12.44698334]
