<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000002B3050F3DF0>
[34.21800995 35.30805588]
[35.30805588 34.50236893]
[34.21800995 35.30805588]
[35.30805588 34.50236893]
[34.21800995 35.30805588]
[35.30805588 34.50236893]
[33.88625717 35.49763107]
[35.30805588 34.50236893]
[34.12322235 35.45023727]
[35.40284348 33.83886337]
[34.8815155  35.73459625]
[35.40284348 33.83886337]
[34.8815155  35.73459625]
[35.40284348 33.55450439]
[35.1658783  34.64455032]
[33.69668198 35.1184845 ]
[34.12322235 35.45023727]
[35.30805588 34.50236893]
[34.12322235 35.45023727]
[35.40284348 33.83886337]
[34.8815155  35.73459625]
[35.40284348 33.83886337]
[34.9763031  35.78199005]
[35.59241867 33.5071106 ]
[35.40284348 34.64455032]
[33.69668198 35.49763107]
[34.17061615 35.21327209]
[35.26066208 34.45497513]
[34.17061615 35.21327209]
[35.49763107 33.79146957]
[34.9763031  35.78199005]
[35.49763107 33.79146957]
[34.9763031  35.78199005]
[35.59241867 33.5071106 ]
[35.40284348 34.64455032]
[33.69668198 35.49763107]
[34.17061615 35.21327209]
[35.26066208 34.45497513]
[34.17061615 35.21327209]
[35.49763107 33.79146957]
[34.9763031  35.78199005]
[35.49763107 33.79146957]
[34.9763031  35.78199005]
[35.59241867 33.5071106 ]
[34.9763031  35.78199005]
[35.59241867 33.5071106 ]
[35.40284348 34.64455032]
[33.69668198 35.49763107]
[34.17061615 35.21327209]
[35.49763107 33.79146957]
[34.17061615 35.21327209]
[35.49763107 33.79146957]
[34.9763031  35.78199005]
[35.49763107 33.79146957]
[34.9763031  35.78199005]
[35.59241867 33.5071106 ]
[35.40284348 34.64455032]
[33.69668198 35.49763107]
[34.17061615 35.21327209]
[35.26066208 34.45497513]
[34.17061615 35.21327209]
[35.49763107 33.79146957]
[34.17061615 35.21327209]
[35.49763107 33.79146957]
[34.69194412 35.82938385]
[35.59241867 33.60189438]
[34.69194412 35.82938385]
[35.73459625 33.4597168 ]
[34.69194412 35.82938385]
[35.73459625 33.4597168 ]
[35.21327209 34.73933792]
[33.55450439 35.1184845 ]
[33.88625717 35.21327209]
[35.30805588 34.21800995]
[33.88625717 35.21327209]
[35.59241867 33.60189438]
[33.88625717 35.21327209]
[35.59241867 33.60189438]
[34.69194412 35.82938385]
[35.59241867 33.60189438]
[34.69194412 35.82938385]
[35.59241867 33.60189438]
[34.69194412 35.82938385]
[35.73459625 33.4597168 ]
[34.69194412 35.82938385]
[35.73459625 33.4597168 ]
[35.21327209 34.73933792]
[33.55450439 35.1184845 ]
[33.88625717 35.21327209]
[35.30805588 34.21800995]
[33.88625717 35.21327209]
[35.30805588 34.21800995]
