<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x0000019C4C33BED0>
[-7.67857361 -9.24107361 -5.2232132 ]
[-14.1517868 -12.5892868  -9.9107132]
[-13.25892639 -12.36607361  -9.6875    ]
[-13.25892639 -12.36607361  -9.6875    ]
[-6.11607361 -7.67857361 -6.11607361]
[-11.69642639 -10.80357361  -8.57142639]
[ -8.79463959  -9.24107361 -14.375     ]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132  -10.13392639]
[-11.91963959 -10.80357361  -9.4642868 ]
[ -7.9017868  -10.13392639  -6.3392868 ]
[-14.375      -19.50893021 -14.1517868 ]
[ -8.57142639 -10.13392639 -17.05356979]
[ -8.125     -11.25      -12.5892868]
[-13.70536041  -9.01786041  -9.24107361]
[-15.7142868  -12.5892868  -10.80357361]
[-13.25892639 -12.36607361  -9.6875    ]
[-11.91963959 -11.91963959 -15.04463959]
[-19.7321434  -17.2767868  -15.49107361]
[ -6.7857132   -8.57142639 -10.58036041]
[-11.25       -10.58036041  -9.01786041]
[-10.80357361  -9.9107132  -11.4732132 ]
[-15.26786041 -14.5982132  -16.6071434 ]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132  -10.13392639]
[-15.9375    -17.5       -16.1607132]
[-16.8303566  -11.91963959  -7.00892639]
[-12.8125      -9.01786041 -11.91963959]
[ -7.9017868  -10.13392639  -6.3392868 ]
[ -9.4642868  -11.91963959 -13.0357132 ]
[-12.5892868  -14.82142639 -13.25892639]
[-7.67857361 -9.24107361 -5.2232132 ]
[-10.58036041 -11.0267868   -8.79463959]
[-10.58036041 -11.0267868   -8.79463959]
[-16.8303566 -15.7142868 -18.3928566]
[-17.05356979 -18.1696434  -17.05356979]
[-21.74106979 -14.1517868  -14.82142639]
[-17.2767868  -10.80357361  -6.5625    ]
[-19.7321434  -15.49107361  -9.24107361]
[-13.25892639 -12.36607361  -9.6875    ]
[-6.11607361 -7.67857361 -6.11607361]
[-11.69642639 -10.80357361  -8.57142639]
[ -8.79463959  -9.24107361 -14.375     ]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132   -6.3392868 ]
[-7.67857361 -9.24107361 -5.2232132 ]
[-12.5892868  -14.82142639 -13.25892639]
[-7.67857361 -9.24107361 -5.2232132 ]
[-10.58036041 -11.0267868   -8.79463959]
[-16.6071434 -15.9375    -14.1517868]
[-16.8303566 -15.7142868 -18.3928566]
[-21.2946434 -20.625     -17.5      ]
[-22.4107132  -22.63393021 -19.2857132 ]
[-16.8303566  -16.1607132  -17.05356979]
[-25.0892868  -23.75       -18.61606979]
[-20.4017868  -15.49107361 -10.80357361]
[-11.25       -10.58036041  -9.01786041]
[-9.6875    -8.3482132 -5.       ]
[-6.11607361 -7.67857361 -6.11607361]
[-9.6875    -8.3482132 -5.       ]
[-9.6875    -8.3482132 -5.       ]
[ -8.57142639 -11.69642639 -13.48213959]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132   -6.3392868 ]
[-7.67857361 -9.24107361 -5.2232132 ]
[-12.5892868  -14.82142639 -13.25892639]
[-14.1517868 -12.5892868  -9.9107132]
[-10.58036041 -11.0267868   -8.79463959]
[-18.61606979 -14.1517868  -14.375     ]
[-17.5        -17.2767868  -15.26786041]
[-17.5        -17.2767868  -15.26786041]
[-21.2946434 -20.625     -17.5      ]
[-17.05356979 -18.1696434  -17.05356979]
[-21.74106979 -14.1517868  -14.82142639]
[-17.2767868  -10.80357361  -6.5625    ]
[-18.1696434  -15.04463959  -5.        ]
[-9.24107361 -9.24107361 -7.23213959]
[-5.89286041 -8.125      -8.3482132 ]
[-6.11607361 -7.67857361 -6.11607361]
[ -9.6875    -12.5892868  -6.3392868]
[-16.38393021 -16.8303566  -16.38393021]
[-9.24107361 -9.24107361 -7.23213959]
[ -7.67857361 -13.25892639  -6.5625    ]
[-12.5892868  -14.82142639 -13.25892639]
[-7.67857361 -9.24107361 -5.2232132 ]
[-10.58036041 -11.0267868   -8.79463959]
[-18.61606979 -14.1517868  -14.375     ]
[-17.5        -17.2767868  -15.26786041]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.5178566 -19.0625    -19.2857132]
[-25.0892868  -23.75       -18.61606979]
[-20.4017868  -15.49107361 -10.80357361]
[-11.25       -10.58036041  -9.01786041]
[-15.04463959 -13.0357132   -9.4642868 ]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132   -6.3392868 ]
[-7.67857361 -9.24107361 -5.2232132 ]
[-7.67857361 -9.24107361 -5.2232132 ]
[-10.13392639  -9.6875     -13.92857361]
[-14.5982132  -12.8125     -16.38393021]
[-13.70536041 -15.04463959 -15.7142868 ]
[-19.7321434   -8.79463959  -8.79463959]
[-17.2767868  -10.80357361  -6.5625    ]
[-13.25892639 -12.36607361  -9.6875    ]
[-10.13392639  -9.4642868  -15.04463959]
[-10.13392639  -9.4642868  -15.04463959]
[-6.11607361 -7.67857361 -6.11607361]
[-9.6875    -8.3482132 -5.       ]
[ -8.79463959  -9.24107361 -14.375     ]
[-10.80357361  -9.9107132  -10.13392639]
[-13.0357132  -11.4732132  -13.70536041]
[-11.91963959 -10.80357361  -9.4642868 ]
[ -7.9017868  -10.13392639  -6.3392868 ]
[-14.375      -19.50893021 -14.1517868 ]
[ -8.57142639 -10.13392639 -17.05356979]
[-11.0267868  -10.58036041 -12.36607361]
[-18.61606979 -17.94643021 -17.94643021]
[-16.1607132   -7.00892639 -10.35713959]
[-16.6071434  -11.4732132  -13.70536041]
[-22.4107132  -17.05356979 -12.36607361]
[-17.05356979 -17.2767868  -13.0357132 ]
[-10.13392639  -9.4642868  -15.04463959]
[ -6.7857132   -8.57142639 -10.58036041]
[ -9.9107132  -12.14286041 -14.5982132 ]
[-16.6071434  -14.5982132   -9.24107361]
[-13.70536041 -14.82142639 -13.70536041]
[-16.8303566  -11.91963959  -7.00892639]
[-12.8125      -9.01786041 -11.91963959]
[-11.0267868   -9.9107132  -10.80357361]
[ -7.9017868  -10.13392639  -6.3392868 ]
[-14.375      -19.50893021 -14.1517868 ]
[-15.26786041 -17.2767868  -23.75      ]
[-13.70536041 -15.04463959 -15.7142868 ]
[-19.2857132  -12.8125     -17.05356979]
[-17.2767868  -10.80357361  -6.5625    ]
[-16.6071434  -11.4732132  -13.70536041]
[-17.05356979 -17.2767868  -13.0357132 ]
[-12.14286041 -12.8125     -16.38393021]
[-14.1517868  -13.48213959 -12.36607361]
[-6.11607361 -7.67857361 -6.11607361]
[-11.69642639 -10.80357361  -8.57142639]
[-13.48213959 -11.0267868  -14.5982132 ]
[-15.49107361 -14.82142639 -17.94643021]
[-14.1517868  -13.92857361 -15.04463959]
[-14.1517868  -15.49107361 -13.70536041]
[-14.1517868 -19.0625    -17.5      ]
[-11.91963959 -10.80357361  -9.4642868 ]
[-12.8125    -15.7142868 -11.4732132]
[-12.5892868  -14.82142639 -13.25892639]
[-14.1517868 -12.5892868  -9.9107132]
[-16.6071434 -15.9375    -14.1517868]
[-19.2857132 -17.5       -19.2857132]
[-21.2946434 -20.625     -17.5      ]
[-24.4196434  -27.32143021 -23.75      ]
[-23.75      -25.3125    -22.4107132]
[-22.4107132  -24.19643021 -22.63393021]
[-23.0803566  -18.61606979 -16.8303566 ]
[-23.5267868  -19.50893021 -12.5892868 ]
[-18.1696434  -15.04463959  -5.        ]
[-9.24107361 -9.24107361 -7.23213959]
[-5.89286041 -8.125      -8.3482132 ]
[-12.8125    -13.0357132 -15.7142868]
[-13.0357132  -11.4732132  -13.70536041]
[-9.24107361 -9.24107361 -7.23213959]
[ -7.9017868  -10.13392639  -6.3392868 ]
[-12.5892868  -14.82142639 -13.25892639]
[-10.58036041 -11.0267868   -8.79463959]
[-16.6071434 -15.9375    -14.1517868]
[-21.07143021 -19.50893021 -18.8392868 ]
[-23.5267868 -21.2946434 -20.4017868]
[-27.32143021 -29.1071434  -23.5267868 ]
[-27.32143021 -29.1071434  -23.5267868 ]
[-27.5446434  -27.7678566  -24.19643021]
[-27.5446434  -27.7678566  -24.19643021]
[-25.0892868  -23.75       -18.61606979]
[-21.9642868 -19.9553566 -15.9375   ]
[-17.2767868  -17.5         -8.79463959]
[-15.04463959 -13.0357132   -9.4642868 ]
[-13.48213959 -11.0267868  -14.5982132 ]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132  -10.13392639]
[-12.8125     -13.70536041 -13.92857361]
[-16.8303566  -11.91963959  -7.00892639]
[-11.0267868   -9.9107132  -10.80357361]
[ -7.9017868  -10.13392639  -6.3392868 ]
[ -8.125      -9.6875    -11.4732132]
[-12.5892868  -14.82142639 -13.25892639]
[-10.58036041 -11.0267868   -8.79463959]
[-10.58036041 -11.0267868   -8.79463959]
[-13.70536041 -10.35713959  -9.4642868 ]
[-14.5982132  -15.9375     -15.04463959]
[-17.2767868 -14.5982132 -15.9375   ]
[-19.7321434   -8.79463959  -8.79463959]
[-19.50893021 -13.92857361  -7.9017868 ]
[-9.6875    -8.3482132 -5.       ]
[-6.11607361 -7.67857361 -6.11607361]
[-9.24107361 -9.24107361 -7.23213959]
[-5.89286041 -8.125      -8.3482132 ]
[ -9.6875    -12.5892868  -6.3392868]
[ -8.79463959  -9.24107361 -14.375     ]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132   -6.3392868 ]
[-7.67857361 -9.24107361 -5.2232132 ]
[-12.5892868  -14.82142639 -13.25892639]
[-13.48213959 -12.5892868  -12.14286041]
[-10.58036041 -11.0267868   -8.79463959]
[-13.70536041 -10.35713959  -9.4642868 ]
[-17.5        -17.2767868  -15.26786041]
[-18.1696434 -19.0625    -16.1607132]
[-21.9642868 -25.9821434 -23.0803566]
[-19.9553566  -17.05356979 -16.38393021]
[-21.74106979 -14.1517868  -14.82142639]
[-17.2767868  -10.80357361  -6.5625    ]
[-18.1696434  -15.04463959  -5.        ]
[-11.25       -10.80357361 -12.36607361]
[-5.89286041 -8.125      -8.3482132 ]
[-9.24107361 -9.24107361 -7.23213959]
[-5.89286041 -8.125      -8.3482132 ]
[-12.8125    -13.0357132 -15.7142868]
[-11.91963959 -10.80357361  -9.4642868 ]
[ -7.9017868  -10.13392639  -6.3392868 ]
[-12.5892868  -14.82142639 -13.25892639]
[-7.67857361 -9.24107361 -5.2232132 ]
[-16.6071434 -15.9375    -14.1517868]
[-18.61606979 -14.1517868  -14.375     ]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.5178566 -19.0625    -19.2857132]
[-25.0892868  -23.75       -18.61606979]
[-21.9642868 -19.9553566 -15.9375   ]
[-17.2767868  -17.5         -8.79463959]
[-11.25       -10.58036041  -9.01786041]
[-11.69642639 -10.80357361  -8.57142639]
[ -8.79463959  -9.24107361 -14.375     ]
[-10.80357361  -9.9107132  -10.13392639]
[-10.58036041 -11.69642639  -9.6875    ]
[ -9.6875    -12.5892868  -6.3392868]
[-7.67857361 -9.24107361 -5.2232132 ]
[-12.5892868  -14.82142639 -13.25892639]
[-10.58036041 -11.0267868   -8.79463959]
[-10.58036041 -11.0267868   -8.79463959]
[-13.70536041 -10.35713959  -9.4642868 ]
[-17.5        -17.2767868  -15.26786041]
[-21.2946434 -20.625     -17.5      ]
[-26.2053566  -30.         -24.19643021]
[-23.0803566  -27.32143021 -22.8571434 ]
[-22.4107132  -24.19643021 -22.63393021]
[-25.0892868  -18.3928566  -18.61606979]
[-23.5267868  -19.50893021 -12.5892868 ]
[-17.94643021 -12.8125      -8.125     ]
[-12.8125      -7.45536041 -16.1607132 ]
[ -9.24107361  -8.125      -12.36607361]
[-5.89286041 -8.125      -8.3482132 ]
[-12.36607361 -10.58036041 -17.05356979]
[-12.8125    -13.0357132 -15.7142868]
[-12.8125     -13.70536041 -13.92857361]
[-11.91963959 -10.80357361  -9.4642868 ]
[-12.8125    -15.7142868 -11.4732132]
[-14.82142639 -17.05356979 -13.0357132 ]
[-17.2767868 -18.3928566 -20.4017868]
[-18.61606979 -14.1517868  -14.375     ]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.5178566 -19.0625    -19.2857132]
[-25.0892868  -23.75       -18.61606979]
[-20.4017868  -15.49107361 -10.80357361]
[-17.2767868  -17.5         -8.79463959]
[-10.80357361  -9.9107132  -10.13392639]
[-10.80357361  -9.9107132  -10.13392639]
[-13.70536041 -14.82142639 -13.70536041]
[-16.8303566  -11.91963959  -7.00892639]
[-12.8125      -9.01786041 -11.91963959]
[-11.0267868   -9.9107132  -10.80357361]
[ -7.9017868  -10.13392639  -6.3392868 ]
[ -8.125      -9.6875    -11.4732132]
[-16.6071434 -15.9375    -14.1517868]
[-18.61606979 -14.1517868  -14.375     ]
[-17.5        -17.2767868  -15.26786041]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.5178566 -19.0625    -19.2857132]
[-25.0892868  -23.75       -18.61606979]
[-20.4017868  -15.49107361 -10.80357361]
[-11.25       -10.58036041  -9.01786041]
[ -9.9107132  -12.14286041 -14.5982132 ]
[-18.1696434  -15.04463959  -5.        ]
[-9.6875    -8.3482132 -5.       ]
[ -6.7857132  -10.80357361  -7.9017868 ]
[-13.0357132  -11.4732132  -13.70536041]
[-9.24107361 -9.24107361 -7.23213959]
[ -7.9017868  -10.13392639  -6.3392868 ]
[-12.5892868  -14.82142639 -13.25892639]
[-7.67857361 -9.24107361 -5.2232132 ]
[-10.58036041 -11.0267868   -8.79463959]
[-18.61606979 -14.1517868  -14.375     ]
[-17.5        -17.2767868  -15.26786041]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.2946434 -20.625     -17.5      ]
[-21.5178566 -19.0625    -19.2857132]
[-21.5178566 -19.0625    -19.2857132]
[-17.2767868  -17.5         -8.79463959]
[-18.1696434  -15.04463959  -5.        ]
[-9.6875    -8.3482132 -5.       ]
[-6.11607361 -7.67857361 -6.11607361]
[-13.70536041 -14.82142639 -13.70536041]
[-16.8303566  -11.91963959  -7.00892639]
[-12.8125      -9.01786041 -11.91963959]
[ -7.9017868  -10.13392639  -6.3392868 ]
[-14.82142639 -17.05356979 -13.0357132 ]
[-17.2767868  -18.3928566  -24.19643021]
[ -8.125     -11.25      -12.5892868]
[-16.1607132   -7.00892639 -10.35713959]
[-13.70536041  -9.01786041  -9.24107361]
[-13.0357132  -13.70536041 -10.80357361]
[-17.05356979 -17.2767868  -13.0357132 ]
[-10.13392639  -9.4642868  -15.04463959]
[ -6.7857132   -8.57142639 -10.58036041]
[ -9.9107132  -12.14286041 -14.5982132 ]
[-18.1696434  -15.04463959  -5.        ]
[-9.6875    -8.3482132 -5.       ]
[ -8.79463959  -9.24107361 -14.375     ]
[-13.70536041 -14.82142639 -13.70536041]
[-16.38393021 -13.92857361 -10.35713959]
[-12.8125      -9.01786041 -11.91963959]
[-11.0267868   -9.9107132  -10.80357361]
[ -7.9017868  -10.13392639  -6.3392868 ]
[ -8.125      -9.6875    -11.4732132]
[-14.1517868 -12.5892868  -9.9107132]
[-16.6071434 -15.9375    -14.1517868]
[-21.07143021 -19.50893021 -18.8392868 ]
[-23.9732132 -22.4107132 -22.4107132]
[-23.0803566  -27.32143021 -22.8571434 ]
[-27.5446434  -27.7678566  -24.19643021]
[-21.5178566 -19.0625    -19.2857132]
[-21.74106979 -14.1517868  -14.82142639]
[-17.2767868  -10.80357361  -6.5625    ]
[-19.7321434  -15.49107361  -9.24107361]
[-11.25       -10.80357361 -12.36607361]
[-11.25       -10.80357361 -12.36607361]
[-12.36607361 -10.58036041 -17.05356979]
[-12.36607361 -10.58036041 -17.05356979]
[-15.7142868  -17.94643021 -18.1696434 ]
[-13.0357132  -17.05356979 -13.92857361]
[-16.8303566  -11.91963959  -7.00892639]
[-12.8125    -15.7142868 -11.4732132]
[-16.38393021 -14.82142639 -18.1696434 ]
[-12.5892868  -14.82142639 -13.25892639]
[-10.58036041 -11.0267868   -8.79463959]
[-13.70536041  -9.24107361 -14.5982132 ]
[-17.5        -17.2767868  -15.26786041]
[-18.1696434 -19.0625    -16.1607132]
[-19.7321434 -21.2946434 -18.3928566]
[-15.04463959 -17.05356979 -16.1607132 ]
[-19.9553566  -17.05356979 -16.38393021]
[-17.2767868  -10.80357361  -6.5625    ]
[-18.1696434  -15.04463959  -5.        ]
[-9.6875    -8.3482132 -5.       ]
[ -6.7857132  -10.80357361  -7.9017868 ]
[ -9.6875    -12.5892868  -6.3392868]
[ -7.67857361 -13.25892639  -6.5625    ]
[ -8.57142639 -10.13392639 -17.05356979]
[ -8.57142639 -11.69642639 -13.48213959]
[-10.80357361  -9.9107132   -6.3392868 ]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10.         -11.29999924 -11.29999924]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -11.95000076 -10.        ]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -11.29999924]
[-10. -10. -10.]
[-10. -10. -10.]
