<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001AE862C0DD0>
[ -99.84848022 -155.         -155.        ]
[ -97.48484802 -155.         -155.        ]
[ -98.66667175 -155.         -155.        ]
[ -96.30303192 -155.         -155.        ]
[ -96.69696808 -155.         -155.        ]
[ -99.84848022 -155.         -155.        ]
[ -99.45454407 -155.         -155.        ]
[ -99.45454407 -155.         -155.        ]
[ -99.45454407 -155.         -155.        ]
[ -95.90908813 -155.         -155.        ]
[ -97.87878418 -155.         -155.        ]
[ -98.66667175 -155.         -155.        ]
[ -96.30303192 -155.         -155.        ]
[ -94.33332825 -155.         -155.        ]
[ -92.3636322 -155.        -155.       ]
[ -93.15151978 -155.         -155.        ]
[ -99.84848022 -155.         -155.        ]
[-100.24242401 -155.         -155.        ]
[ -99.45454407 -155.         -155.        ]
[ -97.09091187 -155.         -155.        ]
[ -99.06060791 -155.         -155.        ]
[-100.6363678 -155.        -155.       ]
[ -99.06060791 -155.         -155.        ]
[ -97.48484802 -155.         -155.        ]
[ -96.30303192 -155.         -155.        ]
[ -95.51515198 -155.         -155.        ]
[ -97.09091187 -155.         -155.        ]
[ -95.51515198 -155.         -155.        ]
[ -99.06060791 -155.         -155.        ]
[ -99.06060791 -155.         -155.        ]
[ -97.87878418 -155.         -155.        ]
[ -97.48484802 -155.         -155.        ]
[ -97.87878418 -155.         -155.        ]
[ -99.84848022 -155.         -155.        ]
[ -99.84848022 -155.         -155.        ]
[ -97.48484802 -155.         -155.        ]
[ -97.87878418 -155.         -155.        ]
[ -95.12121582 -155.         -155.        ]
[ -96.69696808 -155.         -155.        ]
[ -99.84848022 -155.         -155.        ]
[ -99.45454407 -155.         -155.        ]
[ -99.45454407 -155.         -155.        ]
[ -99.45454407 -155.         -155.        ]
[ -95.90908813 -155.         -155.        ]
[-100.24242401 -155.         -155.        ]
[ -98.66667175 -155.         -155.        ]
[ -96.30303192 -155.         -155.        ]
[ -94.33332825 -155.         -155.        ]
[ -92.3636322 -155.        -155.       ]
[ -93.15151978 -155.         -155.        ]
[ -99.84848022 -155.         -155.        ]
[-100.24242401 -155.         -155.        ]
[ -99.45454407 -155.         -155.        ]
[ -97.09091187 -155.         -155.        ]
[ -99.06060791 -155.         -155.        ]
[-100.6363678 -155.        -155.       ]
[ -99.06060791 -155.         -155.        ]
[ -97.48484802 -155.         -155.        ]
[ -96.30303192 -155.         -155.        ]
[ -96.30303192 -155.         -155.        ]
[ -97.09091187 -155.         -155.        ]
[ -95.51515198 -155.         -155.        ]
