<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001AE862C0DD0>
[ -47.06060791 -155.         -155.        ]
[ -75.03030396 -155.         -155.        ]
[-111.27272797 -155.         -155.        ]
[ -74.24242401 -155.         -155.        ]
[ -61.63636017 -155.         -155.        ]
[ -81.33333588 -155.         -155.        ]
[-134.51515198 -155.         -155.        ]
[-106.93939209 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -43.90908813 -155.         -155.        ]
[ -27.36363983 -155.         -155.        ]
[ -58.09091187 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -98.66667175 -155.         -155.        ]
[ -79.75757599 -155.         -155.        ]
[ -84.87878418 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -70.69696808 -155.         -155.        ]
[ -27.75757599 -155.         -155.        ]
[ -44.30303192 -155.         -155.        ]
[ -31.69696808 -155.         -155.        ]
[ -36.03030396 -155.         -155.        ]
[-110.48484802 -155.         -155.        ]
[ -99.06060791 -155.         -155.        ]
[ -99.06060791 -155.         -155.        ]
[ -34.45454407 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -47.06060791 -155.         -155.        ]
[ -47.06060791 -155.         -155.        ]
[ -75.03030396 -155.         -155.        ]
[ -93.54545593 -155.         -155.        ]
[ -58.87878418 -155.         -155.        ]
[ -61.63636017 -155.         -155.        ]
[ -81.33333588 -155.         -155.        ]
[-134.51515198 -155.         -155.        ]
[-106.93939209 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -48.24242401 -155.         -155.        ]
[ -27.36363983 -155.         -155.        ]
[ -58.09091187 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -98.66667175 -155.         -155.        ]
[ -79.75757599 -155.         -155.        ]
[ -84.87878418 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -70.69696808 -155.         -155.        ]
[ -27.75757599 -155.         -155.        ]
[ -44.30303192 -155.         -155.        ]
[ -58.09091187 -155.         -155.        ]
[ -36.03030396 -155.         -155.        ]
[-110.48484802 -155.         -155.        ]
[ -99.06060791 -155.         -155.        ]
[ -99.06060791 -155.         -155.        ]
[ -34.45454407 -155.         -155.        ]
[ -25. -155. -155.]
[ -75.8181839 -155.        -155.       ]
[ -47.06060791 -155.         -155.        ]
[ -47.06060791 -155.         -155.        ]
[ -75.03030396 -155.         -155.        ]
[ -94.33332825 -155.         -155.        ]
[ -58.87878418 -155.         -155.        ]
[ -61.63636017 -155.         -155.        ]
[-129.39393616 -155.         -155.        ]
[-109.30303192 -155.         -155.        ]
[-106.93939209 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -48.24242401 -155.         -155.        ]
[ -27.36363983 -155.         -155.        ]
[ -61.63636017 -155.         -155.        ]
[ -25. -155. -155.]
[ -25. -155. -155.]
[ -25. -155. -155.]
